YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M
2023,4,14,8,2.05,2.08,2.66,233.27,237.75,32.48,0.59,2.95,13.18,-3.65,4.76,4.15,31.94,0,72.76,0.09,254.74,0.171328854,264.81
2023,4,14,9,2.6,2.87,3.5,304.58,330.55,44.27,1.15,5.85,15.43,-3.6,5.91,4.15,27.75,0,72.78,2,217.54,3.807307877,217.57
2023,4,14,10,3.32,3.49,4.13,390.6,404.73,58.48,1.78,9.05,17.12,-3.07,7.02,4.27,25.69,0,72.79,3.18,214.7,6.053619525,214.79
2023,4,14,11,3.17,3.82,4.5,384.3,442.73,57.95,1.95,9.9,18.21,-2.26,7.98,4.52,25.19,0,72.77,4.09,214.42,7.785944609,214.39
2023,4,14,12,3.15,3.63,4.59,372.98,416.77,52.09,1.77,8.8,18.55,-1.35,8.6,4.82,26.19,0,72.74,4.58,214.86,8.718735039,214.83
2023,4,14,13,2.69,3.43,4.39,321.38,391.27,45.06,1.45,7.27,18.48,-0.7,8.89,5,27.5,0,72.71,4.58,215.56,8.718735039,215.5
2023,4,14,14,2.4,3,3.92,283.12,343.48,39.59,1.15,5.92,18,-0.33,8.83,5.19,29.12,0,72.66,4.29,216.04,8.166675397,216.04
2023,4,14,15,1.74,2.32,3.2,205.65,264.42,28.56,0.67,3.38,17.13,-0.29,8.42,5.19,30.88,0,72.62,3.82,218.6,7.271958046,218.66
2023,4,14,16,0.97,1.46,2.3,110.75,161.88,15.02,0.23,1.15,15.98,-0.33,7.83,5.19,33.12,0,72.61,3.26,221.41,6.20591184,221.48
2023,4,14,17,0.56,0.65,1.26,60.62,69.9,7.95,0.05,0.25,14.31,0,7.15,5.31,37.88,0,72.62,2.34,223.65,4.454550217,223.88
2023,4,14,18,0.07,0.07,0.23,6.42,7,0.91,0,0.02,11.67,1.94,6.8,6.16,52.31,0,72.65,1.11,223.85,2.113055872,224.82
2023,4,14,19,0,0,0,0,0,0,0,0,11.33,0.94,6.14,5.68,49.44,0,72.68,0.57,238.9,1.085082745,239.62
2023,4,14,20,0,0,0,0,0,0,0,0,10.69,0.76,5.73,5.62,50.94,0,72.71,0.33,353.21,0.6282058,356.58
2023,4,14,21,0,0,0,0,0,0,0,0,9.92,0.44,5.18,5.49,52.31,0,72.72,0.78,41.35,1.484850072,40.24
2023,4,14,22,0,0,0,0,0,0,0,0,9.23,0.24,4.73,5.43,54,0,72.71,0.97,53.22,1.846544321,53.01
2023,4,14,23,0,0,0,0,0,0,0,0,8.97,-0.07,4.45,5.31,53.75,0,72.72,0.94,53.8,1.789434702,53.84
2023,4,15,0,0,0,0,0,0,0,0,0,8.73,-0.35,4.19,5.19,53.44,0,72.72,0.97,56.82,1.846544321,55.99
2023,4,15,1,0,0,0,0,0,0,0,0,8.18,-0.67,3.76,5.07,54.25,0,72.7,0.96,59.28,1.827507781,59.18
2023,4,15,2,0,0,0,0,0,0,0,0,7.48,-1,3.24,4.94,55.5,0,72.68,1.03,57.99,1.960763557,56.97
2023,4,15,3,0,0,0,0,0,0,0,0,7.2,-1.31,2.94,4.82,55.25,0,72.67,1,51.34,1.903653939,49.81
2023,4,15,4,0,0,0,0,0,0,0,0,6.89,-1.53,2.68,4.76,55.56,0,72.7,0.88,44.28,1.675215466,42.12
2023,4,15,5,0,0,0,0,0,0,0,0,6.71,-1.71,2.5,4.7,55.44,0,72.73,0.85,40.54,1.618105848,38.75
2023,4,15,6,0.15,0.25,0.61,17.48,25.77,2.51,0.01,0.02,7.3,-1.25,3.02,4.82,55.25,0,72.77,0.75,41.19,1.427740454,39.09
2023,4,15,7,0.65,1.07,1.69,77.52,118.58,11.23,0.11,0.55,11.08,-0.23,5.43,5.25,46.44,0,72.83,0.44,49.29,0.837607733,44.22
2023,4,15,8,1.21,1.99,2.68,148.62,227.67,21.91,0.41,2.05,14.19,-1.74,6.23,4.7,33.75,0,72.87,0.86,208.19,1.637142387,208.81
2023,4,15,9,1.72,2.81,3.52,215,325.1,32.19,0.82,4.17,16.47,-2.62,6.92,4.39,27.38,0,72.89,2.73,209.64,5.196975253,209.7
2023,4,15,10,2.33,3.43,4.14,291.25,398.42,43.7,1.32,6.7,17.83,-2.34,7.75,4.46,25.62,0,72.9,3.85,210.62,7.329067664,210.56
2023,4,15,11,2.18,3.79,4.51,282.8,441.55,43.35,1.41,6.95,18.52,-1.54,8.49,4.76,26,0,72.88,4.37,212.9,8.318967712,212.96
2023,4,15,12,2.2,3.58,4.59,274.92,410.4,38.07,1.23,6.05,18.76,-0.85,8.96,5,26.88,0,72.84,4.48,216.21,8.528369645,216.2
2023,4,15,13,1.8,3.44,4.4,230.27,394.5,32.7,1.02,5.08,18.67,-0.39,9.14,5.19,27.94,0,72.77,4.37,218.61,8.318967712,218.66
2023,4,15,14,1.72,3.01,3.92,215.88,343.5,30.89,0.87,4.42,18.33,-0.06,9.14,5.31,29.25,0,72.71,4.31,220.44,8.204748476,220.44
2023,4,15,15,1.36,2.33,3.21,166.58,264.62,23.71,0.54,2.7,17.52,0.31,8.91,5.43,31.62,0,72.68,4.27,222.18,8.128602318,222.25
2023,4,15,16,0.95,1.53,2.31,112,170.55,15.7,0.24,1.17,16.25,0.62,8.44,5.55,35.06,0,72.67,3.83,223.76,7.290994585,223.9
2023,4,15,17,0.43,0.68,1.27,49.12,72.75,6.88,0.04,0.2,14.69,1.09,7.89,5.8,40.19,0,72.69,3.01,223.63,5.729998356,223.8
2023,4,15,18,0.07,0.07,0.24,6.45,7.35,0.91,0,0.02,12.41,3.04,7.73,6.71,54.38,0,72.72,1.64,218.23,3.121992459,218.44
2023,4,15,19,0,0,0,0,0,0,0,0,11.87,2.93,7.4,6.65,55.69,0,72.75,1.16,208.46,2.208238569,206.21
2023,4,15,20,0,0,0,0,0,0,0,0,11.4,2.69,7.05,6.53,56.44,0,72.77,0.59,189.83,1.123155824,183.27
2023,4,15,21,0,0,0,0,0,0,0,0,10.87,2.4,6.64,6.41,57.25,0,72.79,0.27,155.7,0.513986563,133.36
2023,4,15,22,0,0,0,0,0,0,0,0,10.33,2.28,6.3,6.35,58.88,0,72.79,0.14,128.16,0.266511551,84.14
2023,4,15,23,0,0,0,0,0,0,0,0,9.55,2.05,5.8,6.23,61.12,0,72.77,0.12,28.3,0.228438473,33.69
2023,4,16,0,0,0,0,0,0,0,0,0,8.71,1.51,5.12,6.04,62.38,0,72.73,0.27,16.86,0.513986563,26.34
2023,4,16,1,0,0,0,0,0,0,0,0,8.13,1.03,4.58,5.8,62.62,0,72.68,0.43,30.26,0.818571194,32.8
2023,4,16,2,0,0,0,0,0,0,0,0,7.55,0.5,4.02,5.62,62.56,0,72.62,0.62,36.29,1.180265442,35.88
2023,4,16,3,0,0,0,0,0,0,0,0,6.74,-0.28,3.23,5.31,62.44,0,72.59,0.8,36.31,1.522923151,35.78
2023,4,16,4,0,0,0,0,0,0,0,0,6.53,-1.09,2.73,5,60,0,72.57,0.88,39.61,1.675215466,38.74
2023,4,16,5,0,0,0,0,0,0,0,0,6.47,-2.11,2.18,4.7,56.25,0,72.57,0.96,44.67,1.827507781,43.45
2023,4,16,6,0.25,0.31,0.62,26.48,32.23,3.43,0.01,0.05,7.37,-1.98,2.69,4.76,54.06,0,72.59,0.81,51.69,1.54195969,48.74
2023,4,16,7,0.99,1.18,1.7,109.38,131.17,14.31,0.16,0.77,11.57,-2.95,4.3,4.52,38.56,0,72.63,0.65,72.44,1.23737506,67.67
2023,4,16,8,1.88,2.12,2.69,215.33,241.4,30.23,0.61,3.05,14.33,-4.38,4.97,4.03,28.94,0,72.66,1.36,197.08,2.588969357,197.67
2023,4,16,9,2.63,2.92,3.53,307.62,335.4,44.8,1.23,6.3,16.23,-4.74,5.74,3.91,24.56,0,72.68,2.67,209.04,5.082756016,209.04
2023,4,16,10,3.15,3.5,4.15,372.05,404.17,55.35,1.81,9.35,17.54,-3.66,6.94,4.15,24.25,0,72.69,3.55,212.22,6.757971482,212.25
2023,4,16,11,3.57,3.88,4.52,427.9,449.65,64.59,2.34,12.05,18.44,-2.34,8.05,4.58,25.06,0,72.65,4.21,212.95,8.014383082,212.96
2023,4,16,12,3.04,3.62,4.6,360.62,410.77,50.6,1.77,9.17,18.83,-0.94,8.94,5,26.88,0,72.61,4.7,214.03,8.947173512,214.09
2023,4,16,13,2.48,3.4,4.4,296.08,384.38,41.25,1.38,7.08,18.69,0.09,9.4,5.37,29.06,0,72.56,4.92,216.34,9.365977378,216.45
2023,4,16,14,2.1,2.89,3.93,245.12,324.73,33.33,1,5.12,18.16,0.73,9.44,5.62,31.38,0,72.51,4.9,219.12,9.3279043,219.19
2023,4,16,15,1.43,2.1,3.22,162.58,228.62,21.2,0.52,2.6,17.19,1.12,9.15,5.8,34.31,0,72.48,4.65,220.51,8.851990815,220.63
2023,4,16,16,0.94,1.31,2.31,102.05,140.12,12.97,0.22,1.05,15.86,1.32,8.59,5.86,37.88,0,72.47,4.07,220.72,7.747871531,220.88
2023,4,16,17,0.54,0.6,1.28,57.42,64.12,7.48,0.05,0.27,14.21,1.39,7.8,5.92,42.31,0,72.48,3.23,220.29,6.148802222,220.37
2023,4,16,18,0.08,0.07,0.25,6.7,7.05,0.95,0,0.02,11.54,2.69,7.12,6.53,55.75,0,72.5,1.62,218.14,3.083919381,218.3
2023,4,16,19,0,0,0,0,0,0,0,0,10.39,2.44,6.41,6.41,58.94,0,72.53,1.28,217.57,2.436677042,217.09
2023,4,16,20,0,0,0,0,0,0,0,0,10.12,1.98,6.05,6.16,57.88,0,72.56,1.16,218.96,2.208238569,218.66
2023,4,16,21,0,0,0,0,0,0,0,0,10,1.62,5.8,5.98,56.75,0,72.58,0.86,220.94,1.637142387,220.72
2023,4,16,22,0,0,0,0,0,0,0,0,9.8,1.39,5.6,5.92,56.62,0,72.58,0.39,220.97,0.742425036,220.6
2023,4,16,23,0,0,0,0,0,0,0,0,8.83,1.22,5.02,5.8,59.69,0,72.55,0.19,31.76,0.361694248,32.01
2023,4,17,0,0,0,0,0,0,0,0,0,7.78,1.04,4.4,5.74,63.25,0,72.52,0.54,33.23,1.027973127,32.67
2023,4,17,1,0,0,0,0,0,0,0,0,6.94,0.88,3.9,5.68,66.31,0,72.48,0.68,27.45,1.294484678,27.26
2023,4,17,2,0,0,0,0,0,0,0,0,6.35,0.65,3.51,5.62,67.94,0,72.45,0.76,22.35,1.446776993,22.94
2023,4,17,3,0,0,0,0,0,0,0,0,5.87,0.39,3.13,5.49,68.88,0,72.43,0.84,18.94,1.599069309,20.75
2023,4,17,4,0,0,0,0,0,0,0,0,5.44,0.1,2.77,5.37,69.44,0,72.45,0.92,18.9,1.751361624,21.71
2023,4,17,5,0,0,0,0,0,0,0,0,5.26,-0.27,2.5,5.25,68.44,0,72.47,0.97,21.63,1.846544321,24.35
2023,4,17,6,0.31,0.31,0.64,32.75,32.92,4.15,0.02,0.05,6.34,0.04,3.19,5.37,65.19,0,72.52,0.89,25.44,1.694252005,28.19
2023,4,17,7,1.17,1.16,1.72,128.4,130.15,16.26,0.18,0.88,10.77,-0.24,5.26,5.25,47.31,0,72.56,1.23,26.08,2.341494345,27.76
2023,4,17,8,2.07,2.09,2.71,237.33,241.23,32.97,0.66,3.27,14.01,-0.83,6.59,5,36.44,0,72.61,1.07,246.25,2.036909714,246.07
2023,4,17,9,2.82,2.89,3.54,331.12,336.9,48.12,1.33,6.67,16.08,-0.88,7.59,5,31.75,0,72.63,2.87,230.51,5.463486804,230.68
2023,4,17,10,3.31,3.5,4.16,395.35,409.05,58.9,1.95,10.08,17.48,-0.52,8.48,5.13,29.81,0,72.62,3.67,226.12,6.986409955,226.24
2023,4,17,11,3.5,3.86,4.52,422.3,452.4,64.51,2.32,12.23,18.51,-0.06,9.22,5.25,28.81,0,72.6,4.35,224.85,8.280894633,224.94
2023,4,17,12,3.38,3.73,4.61,405.05,432.3,58.85,2.08,10.92,18.95,0.25,9.6,5.37,28.62,0,72.57,4.75,225.2,9.042356209,225.32
2023,4,17,13,3.04,3.52,4.41,362.5,407.23,52.28,1.78,9.2,18.91,0.33,9.62,5.43,28.88,0,72.53,4.81,226.12,9.156575445,226.25
2023,4,17,14,2.49,3.04,3.93,294.8,350.55,41.83,1.27,6.55,18.64,0.34,9.49,5.43,29.38,0,72.51,4.59,227,8.737771579,227.13
2023,4,17,15,1.89,2.37,3.22,221.58,272.02,30.8,0.76,3.83,17.98,0.31,9.15,5.43,30.56,0,72.49,4.24,226.87,8.0714927,227
2023,4,17,16,1.14,1.54,2.32,129.27,174.75,17.38,0.3,1.45,16.84,0.26,8.55,5.43,32.75,0,72.51,3.76,226.6,7.15773881,226.84
2023,4,17,17,0.64,0.7,1.29,71.38,77.88,9.22,0.07,0.33,15.15,0.49,7.82,5.49,37.12,0,72.56,2.91,226.09,5.539632962,226.48
2023,4,17,18,0.08,0.08,0.25,7,8.38,1.02,0,0.02,12.25,2.33,7.29,6.35,51.81,0,72.62,1.41,220.74,2.684152054,222.91
2023,4,17,19,0,0,0,0,0,0,0,0,11.47,1.54,6.51,5.98,51.19,0,72.69,1.02,224.38,1.941727017,225.21
2023,4,17,20,0,0,0,0,0,0,0,0,11.48,1.22,6.35,5.8,49.94,0,72.77,0.65,228.42,1.23737506,229.34
2023,4,17,21,0,0,0,0,0,0,0,0,11.15,1.26,6.2,5.86,51.31,0,72.82,0.2,267.71,0.380730788,271.85
2023,4,17,22,0,0,0,0,0,0,0,0,10.12,1.04,5.58,5.74,54,0,72.82,0.28,6.52,0.533023103,10.95
2023,4,17,23,0,0,0,0,0,0,0,0,9.48,0.73,5.11,5.62,55.06,0,72.81,0.5,16.44,0.951826969,19.58
2023,4,18,0,0,0,0,0,0,0,0,0,8.86,0.48,4.66,5.49,56.44,0,72.76,0.63,14.38,1.199301981,18.56
2023,4,18,1,0,0,0,0,0,0,0,0,8.26,0.18,4.22,5.37,57.5,0,72.71,0.82,15.49,1.56099623,17.73
2023,4,18,2,0,0,0,0,0,0,0,0,7.63,-0.14,3.74,5.25,58.62,0,72.66,0.99,17.43,1.884617399,18.68
2023,4,18,3,0,0,0,0,0,0,0,0,6.99,-0.52,3.23,5.13,59.62,0,72.62,1.14,15.95,2.17016549,16.93
2023,4,18,4,0,0,0,0,0,0,0,0,6.39,-0.92,2.74,5,60.38,0,72.62,1.23,19.24,2.341494345,20.08
2023,4,18,5,0,0,0,0,0,0,0,0,6.08,-1.3,2.4,4.82,59.88,0,72.64,1.29,22.51,2.455713581,23.42
2023,4,18,6,0.33,0.33,0.66,34.98,35.15,4.34,0.02,0.08,7.48,-0.76,3.36,5.07,56.88,0,72.68,1.11,22.77,2.113055872,23.69
2023,4,18,7,1.22,1.22,1.73,134.92,137.48,17.07,0.19,0.92,12.19,-0.45,5.87,5.19,42.56,0,72.74,1.02,7.45,1.941727017,9.77
2023,4,18,8,2.13,2.14,2.72,244.33,247.08,33.85,0.68,3.35,15.19,-1.08,7.06,4.94,33.44,0,72.79,2.04,252.61,3.883454035,252.74
2023,4,18,9,2.84,2.93,3.55,332.8,340.17,48.07,1.32,6.62,17.01,-0.36,8.33,5.25,31.44,0,72.82,3.35,236.24,6.377240695,236.43
2023,4,18,10,3.15,3.52,4.17,373.2,410.6,55.81,1.83,9.4,18.36,0.53,9.44,5.55,30.69,0,72.83,4.18,229.02,7.957273464,229.07
2023,4,18,11,3.57,3.87,4.53,429.52,452.12,64.73,2.31,12,19.19,1.44,10.32,5.92,30.94,0,72.81,4.83,225.66,9.194648524,225.88
2023,4,18,12,2.98,3.61,4.61,356.02,414.35,50.21,1.74,9.02,19.3,2.11,10.7,6.16,32.12,0,72.77,5.14,224.63,9.784781245,224.85
2023,4,18,13,2.72,3.42,4.41,326.8,392.1,45.53,1.53,7.77,18.95,2.45,10.7,6.35,33.62,0,72.72,5.29,224.64,10.07032934,224.86
2023,4,18,14,2.39,2.94,3.94,280.05,334.73,38.37,1.15,5.88,18.37,2.63,10.5,6.41,35.38,0,72.67,5.32,225.77,10.12743895,226.06
2023,4,18,15,1.64,2.19,3.23,188.45,244.17,25.2,0.61,3.1,17.62,2.63,10.12,6.41,37.06,0,72.64,5.07,225.69,9.651525469,226.01
2023,4,18,16,1.03,1.44,2.33,115.1,158.3,15.21,0.26,1.25,16.66,2.5,9.58,6.35,39,0,72.63,4.54,224.37,8.642588882,224.63
2023,4,18,17,0.58,0.64,1.3,62.98,68.48,8.19,0.06,0.3,15.18,2.4,8.8,6.35,42.56,0,72.63,3.59,221.64,6.83411764,221.95
2023,4,18,18,0.07,0.07,0.26,5.95,7.8,0.84,0,0.02,12.4,3.51,7.96,6.9,55.62,0,72.67,1.82,215.05,3.464650168,216.87
2023,4,18,19,0,0,0,0,0,0,0,0,11.4,2.65,7.03,6.47,55.69,0,72.71,1.47,215.47,2.79837129,216.91
2023,4,18,20,0,0,0,0,0,0,0,0,11.2,2.01,6.61,6.16,53.94,0,72.77,1.17,222.56,2.227275108,224.2
2023,4,18,21,0,0,0,0,0,0,0,0,10.62,1.79,6.21,6.1,55.38,0,72.8,0.4,238.47,0.761461575,241.76
2023,4,18,22,0,0,0,0,0,0,0,0,9.45,1.19,5.32,5.86,57.44,0,72.77,0.21,74.93,0.399767327,61.39
2023,4,18,23,0,0,0,0,0,0,0,0,8.39,0.93,4.66,5.74,60.81,0,72.73,0.5,55.08,0.951826969,52.13
2023,4,19,0,0,0,0,0,0,0,0,0,7.44,0.69,4.07,5.68,63.88,0,72.68,0.69,39.47,1.313521218,40.99
2023,4,19,1,0,0,0,0,0,0,0,0,6.82,0.4,3.61,5.55,65.25,0,72.62,0.82,34.9,1.56099623,36.56
2023,4,19,2,0,0,0,0,0,0,0,0,6.38,0.07,3.23,5.43,65.62,0,72.56,0.89,33.97,1.694252005,35.25
2023,4,19,3,0,0,0,0,0,0,0,0,5.87,-0.38,2.74,5.25,65.81,0,72.52,0.98,28.21,1.86558086,30.32
2023,4,19,4,0,0,0,0,0,0,0,0,5.28,-0.95,2.17,5,65.62,0,72.49,1.09,26.38,2.074982793,28.38
2023,4,19,5,0,0,0,0,0,0,0,0,4.81,-1.74,1.54,4.7,63.69,0,72.47,1.19,26.57,2.265348187,28.06
2023,4,19,6,0.34,0.34,0.68,34.65,34.85,4.37,0.02,0.08,6.23,-1.39,2.42,4.88,59.31,0,72.47,1.19,25.72,2.265348187,27.86
2023,4,19,7,1.19,1.18,1.75,128.95,130.9,16.27,0.18,0.9,11.19,-2.25,4.48,4.52,39.56,0,72.49,1.94,23.99,3.693088641,25.03
2023,4,19,8,2.09,2.11,2.73,237.8,241.65,32.71,0.66,3.25,14.78,-2.06,6.36,4.64,32.06,0,72.5,0.9,302.59,1.713288545,303.23
2023,4,19,9,2.85,2.92,3.56,332.33,337.27,47.79,1.3,6.58,17.02,-1.6,7.71,4.82,28.94,0,72.51,2.35,241.56,4.473586756,241.55
2023,4,19,10,3.36,3.52,4.18,398.17,408.67,58.75,1.93,9.9,18.65,-0.85,8.9,5.07,27.5,0,72.5,3.64,228.57,6.929300337,228.55
2023,4,19,11,3.34,3.83,4.54,405.33,447.3,60.46,2.14,11.1,19.6,0.23,9.92,5.49,27.81,0,72.48,4.53,223.32,8.623552342,223.33
2023,4,19,12,2.85,3.43,4.62,338.02,388.5,45.24,1.53,7.92,19.94,1.18,10.56,5.8,29,0,72.44,5.03,221.79,9.575379312,221.85
2023,4,19,13,2.45,3.25,4.42,291.25,366.05,38.78,1.28,6.48,19.77,1.85,10.81,6.1,30.62,0,72.39,5.19,221.83,9.879963942,221.92
2023,4,19,14,1.81,2.8,3.94,210.25,313.4,28.95,0.86,4.42,19.32,2.01,10.66,6.16,31.81,0,72.33,5.24,222.88,9.975146639,223.05
2023,4,19,15,1.38,2.07,3.23,158.2,224.9,20.53,0.5,2.55,18.43,1.73,10.08,6.04,33,0,72.29,5.01,224.62,9.537306233,224.75
2023,4,19,16,0.99,1.38,2.33,111.33,149.67,14.7,0.25,1.23,17.16,1.37,9.26,5.92,34.81,0,72.26,4.5,225.91,8.566442724,226.14
2023,4,19,17,0.46,0.64,1.3,52.2,67.9,6.93,0.05,0.27,15.55,1.34,8.45,5.86,38.56,0,72.26,3.62,225.35,6.891227258,225.65
2023,4,19,18,0.07,0.08,0.27,6.35,7.98,0.87,0,0.02,12.82,3.2,8.01,6.77,53.12,0,72.28,1.81,220.98,3.445613629,222.5
2023,4,19,19,0,0,0,0,0,0,0,0,11.53,3.52,7.53,6.96,59.25,0,72.31,1.38,221.79,2.627042435,223.3
2023,4,19,20,0,0,0,0,0,0,0,0,11.24,3.26,7.25,6.84,59.38,0,72.35,1.43,219.89,2.722225132,221.04
2023,4,19,21,0,0,0,0,0,0,0,0,11.13,3.35,7.24,6.9,60.31,0,72.38,1.35,213.69,2.569932817,214.59
2023,4,19,22,0,0,0,0,0,0,0,0,11.01,3.51,7.26,6.96,61.38,0,72.38,1.29,208.89,2.455713581,209.1
2023,4,19,23,0,0,0,0,0,0,0,0,10.69,3.29,6.99,6.84,61.56,0,72.36,1.29,207.34,2.455713581,207.22
2023,4,20,0,0,0,0,0,0,0,0,0,10.65,3.3,6.98,6.84,61.69,0,72.32,1.25,207.53,2.379567423,207.02
2023,4,20,1,0,0,0,0,0,0,0,0,10.44,3.06,6.75,6.77,61.75,0,72.28,0.91,196.89,1.732325084,197.44
2023,4,20,2,0,0,0,0,0,0,0,0,9.37,2.87,6.12,6.65,65.44,0,72.22,0.52,176.53,0.989900048,171.69
2023,4,20,3,0,0,0,0,0,0,0,0,8.51,2.69,5.6,6.59,68.44,0,72.18,0.2,115.56,0.380730788,97.59
2023,4,20,4,0,0,0,0,0,0,0,0,7.86,2.5,5.18,6.47,70.56,0,72.16,0.38,40.86,0.723388497,41.31
2023,4,20,5,0,0,0,0,0,0,0,0,6.98,2.3,4.64,6.41,73.94,0,72.17,0.62,33.08,1.180265442,34.33
2023,4,20,6,0.36,0.37,0.7,39.88,40.9,5,0.02,0.08,7.87,2.43,5.15,6.47,70.44,0,72.2,0.47,15.42,0.894717351,26.39
2023,4,20,7,1.24,1.29,1.76,142.85,149.62,19.21,0.23,1.17,11.81,1.9,6.86,6.29,52.31,0,72.26,0.8,357.19,1.522923151,0
2023,4,20,8,2.16,2.22,2.74,254.5,261.55,37.15,0.81,4.02,14.54,1.16,7.85,5.92,41.5,0,72.3,1.45,261.3,2.760298211,261.03
2023,4,20,9,2.74,2.99,3.57,329.62,353.45,49.64,1.46,7.45,16.3,1.04,8.67,5.86,36.5,0,72.34,2.73,238.81,5.196975253,238.85
2023,4,20,10,2.6,3.53,4.18,319.9,416.38,48.74,1.69,8.62,17.27,1.62,9.44,6.1,35.75,0,72.36,3.75,231,7.13870227,231.06
2023,4,20,11,2.4,3.86,4.54,297.7,455.77,45.89,1.73,8.77,17.95,2.35,10.15,6.41,36.06,0,72.33,4.48,229.81,8.528369645,229.85
2023,4,20,12,1.94,3.74,4.63,251.73,438.52,36.69,1.36,6.92,18.45,2.83,10.64,6.65,36.12,0,72.3,5.16,230.59,9.822854324,230.61
2023,4,20,13,1.05,3.55,4.42,142.05,415.65,20.93,0.73,3.67,18.7,2.87,10.78,6.65,35.56,0,72.24,5.88,231.53,11.19348516,231.59
2023,4,20,14,1.21,3.1,3.95,154.77,362.33,22.62,0.72,3.73,18.86,2.4,10.63,6.41,33.88,0,72.17,6.69,232.17,12.73544485,232.31
2023,4,20,15,1.01,2.43,3.24,128.9,283.45,19.04,0.51,2.62,18.16,1.01,9.58,5.74,31.94,0,72.11,7.09,234.87,13.49690643,235
2023,4,20,16,0.34,1.61,2.34,42.83,185.77,6.16,0.12,0.55,17.05,-0.95,8.05,5,29.62,0,72.1,6.39,239.77,12.16434867,240
2023,4,20,17,0.19,0.74,1.31,22.67,82.58,3.32,0.03,0.15,15.51,-2.4,6.55,4.46,29.25,0,72.11,4.78,242.64,9.099465827,243.06
2023,4,20,18,0.07,0.09,0.27,6.45,9.52,0.94,0,0.02,11.89,-0.61,5.64,5.13,42.75,0,72.15,2.12,239,4.03574635,240.66
2023,4,20,19,0,0,0,0,0,0,0,0,10.37,-0.49,4.94,5.19,47.88,0,72.19,1.59,239.04,3.026809763,240.96
2023,4,20,20,0,0,0,0,0,0,0,0,10.23,-1.14,4.55,4.94,46.12,0,72.24,1.3,243.9,2.47475012,245.85
2023,4,20,21,0,0,0,0,0,0,0,0,10.13,-1.45,4.34,4.82,45.25,0,72.28,0.9,253.44,1.713288545,255.96
2023,4,20,22,0,0,0,0,0,0,0,0,9.61,-1.29,4.15,4.88,47.44,0,72.3,0.45,272.01,0.856644272,278.69
2023,4,20,23,0,0,0,0,0,0,0,0,8.73,-1.18,3.77,4.94,50.75,0,72.28,0.22,334.36,0.418803867,353.16
2023,4,21,0,0,0,0,0,0,0,0,0,7.9,-1.16,3.37,4.94,53.75,0,72.23,0.49,30.65,0.93279043,31.78
2023,4,21,1,0,0,0,0,0,0,0,0,7.31,-1.15,3.08,4.94,56.06,0,72.19,0.64,37.01,1.218338521,36.95
2023,4,21,2,0,0,0,0,0,0,0,0,6.58,-1.38,2.59,4.88,58.06,0,72.16,0.75,35.68,1.427740454,35.81
2023,4,21,3,0,0,0,0,0,0,0,0,5.7,-1.88,1.9,4.7,59.5,0,72.14,0.88,28.16,1.675215466,29.18
2023,4,21,4,0,0,0,0,0,0,0,0,5.17,-2.41,1.38,4.52,59.31,0,72.12,0.98,26.57,1.86558086,28.22
2023,4,21,5,0,0,0,0,0,0,0,0,5.08,-2.86,1.11,4.39,57.75,0,72.15,0.97,26.36,1.846544321,27.52
2023,4,21,6,0.21,0.37,0.72,25.9,40.17,3.41,0.02,0.08,6.32,-2.37,1.98,4.58,55.81,0,72.22,0.67,23.29,1.275448139,26.57
2023,4,21,7,0.66,1.26,1.78,80.58,143.92,11.73,0.16,0.77,10.51,-4.59,2.96,3.91,35.81,0,72.29,0.73,320.19,1.389667375,325.01
2023,4,21,8,1.06,2.13,2.76,130.35,248.33,19.55,0.45,2.23,13.06,-5.25,3.9,3.66,28.19,0,72.35,2.07,268.92,3.940563653,268.62
2023,4,21,9,1.24,2.9,3.58,159.33,340.35,24.31,0.72,3.73,14.67,-4.53,5.07,3.85,26.75,0,72.38,2.7,250.94,5.139865635,250.89
2023,4,21,10,1.46,3.5,4.19,195.05,412.6,30.63,1.05,5.3,15.53,-3.96,5.78,3.97,26.31,0,72.38,3.28,235.48,6.243984919,235.63
2023,4,21,11,2.06,3.83,4.55,272.92,452.7,42.33,1.56,7.8,15.98,-3.18,6.4,4.21,27,0.01,72.37,3.92,226.05,7.46232344,226.11
2023,4,21,12,0.88,3.67,4.63,126.25,426.45,16.6,0.56,2.88,16.57,-2.4,7.08,4.46,27.5,0.02,72.33,4.75,219.93,9.042356209,220
2023,4,21,13,1.24,3.49,4.43,161.6,402.52,24.49,0.89,4.5,16.25,-1.58,7.33,4.76,29.88,0.05,72.27,5.64,218.76,10.73660821,218.85
2023,4,21,14,0.5,3.03,3.96,70.48,348.73,9.44,0.28,1.45,15.37,-0.64,7.36,5.13,33.94,0.07,72.22,5.87,219.54,11.17444862,219.65
2023,4,21,15,0.31,2.39,3.25,42.6,273.95,5.84,0.15,0.75,14.6,0.05,7.32,5.37,37.56,0.07,72.18,5.75,220.59,10.94601015,220.72
