YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M
2023,3,20,0,0,0,0,0,0,0,0,0,3.24,2.72,2.98,6.84,100,0.12,72.12,0.3,146.73,0.571096182,135.63
2023,3,20,1,0,0,0,0,0,0,0,0,2.88,2.37,2.62,6.65,100,0.16,72.05,0.2,113.5,0.380730788,96.58
2023,3,20,2,0,0,0,0,0,0,0,0,2.47,1.81,2.14,6.35,100,0.2,71.97,0.3,71.57,0.571096182,67.66
2023,3,20,3,0,0,0,0,0,0,0,0,2.35,1.23,1.79,6.1,96.69,0.18,71.9,0.37,62.35,0.704351957,57.09
2023,3,20,4,0,0,0,0,0,0,0,0,2.5,0.7,1.6,5.86,92.06,0.16,71.89,0.34,48.69,0.647242339,46.85
2023,3,20,5,0,0,0,0,0,0,0,0,2.43,0.38,1.4,5.74,90.38,0.13,71.92,0.32,34.08,0.60916926,33.49
2023,3,20,6,0.04,0.04,0.18,2.67,3.55,0.37,0,0,2.39,0.38,1.39,5.74,90.69,0.14,71.99,0.3,46.04,0.571096182,42.99
2023,3,20,7,0.42,0.44,1.19,43.73,45.77,5.81,0.03,0.15,3.76,0.83,2.3,5.92,85.19,0.13,72.06,0.4,77.59,0.761461575,68.75
2023,3,20,8,0.85,1.11,2.22,90.17,113.75,11.77,0.16,0.8,4.73,0.61,2.67,5.8,78.25,0.12,72.12,0.6,95.19,1.142192363,94.04
2023,3,20,9,1.42,1.94,3.11,163.58,210.17,22.64,0.49,2.45,4.97,0.91,2.94,5.92,78.44,0.13,72.14,0.72,128.85,1.370630836,129.74
2023,3,20,10,1.92,2.62,3.78,224.75,291.17,32.04,0.87,4.48,5.52,1.91,3.72,6.35,81,0.14,72.14,1.99,191.58,3.788271338,191.88
2023,3,20,11,1.89,3.03,4.2,230.1,340.75,33.37,1.01,5.12,5.65,2.56,4.1,6.65,83.94,0.2,72.12,3.5,206.91,6.662788786,207.19
2023,3,20,12,2.07,3.72,4.32,278.75,443.77,46.7,1.52,7.7,5.42,2.44,3.93,6.53,84.19,0.42,72.08,4.14,211.11,7.881127306,211.18
2023,3,20,13,1.75,3.51,4.15,233.77,415.77,39.95,1.26,6.4,5.15,2.04,3.59,6.41,83.56,0.61,72.02,3.68,211.8,7.005446494,211.74
2023,3,20,14,1.58,2.98,3.7,208.83,350.02,33.55,0.93,4.75,5.05,1.75,3.4,6.29,82.62,0.69,71.95,2.91,210.15,5.539632962,209.67
2023,3,20,15,1.2,2.19,3,153.98,251.23,24.38,0.54,2.67,5,1.58,3.29,6.23,82.06,0.7,71.9,2.23,210.24,4.245148283,209.59
2023,3,20,16,0.7,1.28,2.09,88.02,140.75,13.5,0.19,0.92,4.58,1.52,3.05,6.23,84.25,0.67,71.88,1.85,212.21,3.521759787,211.43
2023,3,20,17,0.32,0.44,1.03,35.7,46.58,5.18,0.02,0.12,3.7,1.75,2.73,6.29,91.25,0.68,71.9,1.48,210.08,2.817407829,209.1
2023,3,20,18,0.03,0.02,0.1,1.77,2.38,0.27,0,0,2.62,1.91,2.26,6.41,100,0.82,71.94,0.87,212.55,1.656178927,208.52
2023,3,20,19,0,0,0,0,0,0,0,0,2.3,1.88,2.09,6.47,100,0.68,71.99,0.61,207.22,1.161228903,205.02
2023,3,20,20,0,0,0,0,0,0,0,0,2.22,1.85,2.03,6.47,100,0.52,72.04,0.57,204.44,1.085082745,205.58
2023,3,20,21,0,0,0,0,0,0,0,0,1.97,1.69,1.83,6.35,100,0.45,72.09,0.56,210.14,1.066046206,210.96
2023,3,20,22,0,0,0,0,0,0,0,0,1.56,1.33,1.44,6.23,100,0.46,72.1,0.38,222.51,0.723388497,225
2023,3,20,23,0,0,0,0,0,0,0,0,1.16,0.96,1.06,6.04,100,0.39,72.09,0.31,230.19,0.590132721,244.54
2023,3,21,0,0,0,0,0,0,0,0,0,0.82,0.63,0.73,5.86,100,0.31,72.06,0.23,240.02,0.437840406,256.33
2023,3,21,1,0,0,0,0,0,0,0,0,0.48,0.31,0.4,5.74,100,0.35,72.02,0.1,243.43,0.190365394,273.58
2023,3,21,2,0,0,0,0,0,0,0,0,0.14,0,0.07,5.62,100,0.38,71.96,0.03,296.57,0.057109618,333.43
2023,3,21,3,0,0,0,0,0,0,0,0,0.07,-0.22,-0.08,5.55,100,0.39,71.91,0.06,15.95,0.114219236,15.07
2023,3,21,4,0,0,0,0,0,0,0,0,-0.04,-0.44,-0.24,5.43,100,0.27,71.9,0.13,54.46,0.247475012,37.87
2023,3,21,5,0,0,0,0,0,0,0,0,-0.24,-0.7,-0.47,5.31,100,0.1,71.92,0.26,64.98,0.494950024,54.94
2023,3,21,6,0.05,0.04,0.19,3.62,4.27,0.52,0,0,-0.06,-0.85,-0.45,5.19,98.88,0.11,71.97,0.44,63.43,0.837607733,58.74
2023,3,21,7,0.36,0.48,1.21,40.85,50.62,5.78,0.03,0.15,1.8,-0.45,0.68,5.37,88.75,0.19,72.04,0.41,84.51,0.780498115,83.39
2023,3,21,8,0.77,1.17,2.24,92.23,126.62,13.62,0.2,0.98,4.48,-0.01,2.23,5.49,75.38,0.36,72.12,1.24,199.46,2.360530884,199.81
2023,3,21,9,1.32,1.94,3.13,157.67,211.98,22.91,0.49,2.45,6.11,0.25,3.18,5.55,68.31,0.49,72.17,2.55,206.41,4.854317544,206.44
2023,3,21,10,1.71,2.62,3.8,207.6,292.23,31.07,0.83,4.23,7.03,0.71,3.87,5.74,66.06,0.61,72.19,3.27,207.48,6.22494838,207.44
2023,3,21,11,2.01,3.08,4.21,243.65,347.02,37.31,1.11,5.65,7.34,1.2,4.27,5.92,67,0.69,72.18,3.89,207.8,7.405213822,207.7
2023,3,21,12,1.93,3.13,4.34,239,353.08,36.09,1.09,5.55,7.05,1.57,4.3,6.1,70.19,0.93,72.14,4.17,207.48,7.938236924,207.51
2023,3,21,13,1.59,2.86,4.17,194.95,313.88,28.86,0.83,4.2,6.42,1.74,4.08,6.23,74.38,1.21,72.09,4.09,208.18,7.785944609,208.11
2023,3,21,14,1.48,2.34,3.71,176.67,250.98,25.84,0.66,3.38,5.86,1.71,3.79,6.23,77.38,1.16,72.04,3.68,209.61,7.005446494,209.58
2023,3,21,15,0.8,1.62,3.01,95.5,168.17,13.27,0.26,1.27,5.51,1.49,3.5,6.16,78.44,0.84,72.01,2.9,207.12,5.520596422,207.01
2023,3,21,16,0.59,0.91,2.1,66.8,93,9.48,0.12,0.6,5.21,1.16,3.19,6.04,78.38,0.53,71.99,2.12,203.17,4.03574635,203.2
2023,3,21,17,0.23,0.33,1.04,24.12,33.48,3.41,0.02,0.08,4.42,0.92,2.67,5.92,81.69,0.36,72,1.48,197.86,2.817407829,197.63
2023,3,21,18,0.03,0.02,0.1,1.95,1.88,0.27,0,0,2.45,0.57,1.51,5.86,92.81,0.27,72.03,0.85,190.07,1.618105848,190.72
2023,3,21,19,0,0,0,0,0,0,0,0,1.38,0.23,0.8,5.74,98.44,0.17,72.09,0.53,173.29,1.008936588,175.24
2023,3,21,20,0,0,0,0,0,0,0,0,0.57,0.08,0.33,5.68,100,0.12,72.15,0.36,127.12,0.685315418,124.14
2023,3,21,21,0,0,0,0,0,0,0,0,0.08,-0.21,-0.06,5.62,100,0.1,72.18,0.28,110.92,0.533023103,102.63
2023,3,21,22,0,0,0,0,0,0,0,0,-0.05,-0.41,-0.23,5.49,100,0.09,72.19,0.26,120.38,0.494950024,113.75
2023,3,21,23,0,0,0,0,0,0,0,0,-0.01,-0.44,-0.22,5.49,100,0.07,72.16,0.36,137.64,0.685315418,136.67
2023,3,22,0,0,0,0,0,0,0,0,0,0.1,-0.32,-0.11,5.55,100,0.07,72.12,0.45,147.14,0.856644272,149.25
2023,3,22,1,0,0,0,0,0,0,0,0,0.12,-0.24,-0.06,5.55,100,0.09,72.08,0.47,153.43,0.894717351,156.5
2023,3,22,2,0,0,0,0,0,0,0,0,0.15,-0.18,-0.02,5.62,100,0.08,72.03,0.49,160.41,0.93279043,163.61
2023,3,22,3,0,0,0,0,0,0,0,0,0.07,-0.18,-0.06,5.62,100,0.06,72,0.43,157.62,0.818571194,157.62
2023,3,22,4,0,0,0,0,0,0,0,0,-0.06,-0.33,-0.19,5.49,100,0.03,71.98,0.28,142.82,0.533023103,135.69
2023,3,22,5,0,0,0,0,0,0,0,0,-0.14,-0.6,-0.38,5.37,100,0.01,71.99,0.16,101.31,0.30458463,88.49
2023,3,22,6,0.05,0.04,0.2,3.25,3.85,0.43,0,0,0.01,-0.85,-0.42,5.31,99.62,0.01,72.02,0.14,23.63,0.266511551,27.76
2023,3,22,7,0.42,0.46,1.23,43.38,46.83,5.93,0.03,0.17,2.05,-0.58,0.73,5.37,88,0,72.08,0.43,336.67,0.818571194,332.35
2023,3,22,8,0.89,1.13,2.26,92.17,113.05,12.01,0.17,0.88,4.64,-0.01,2.32,5.62,76.06,0,72.13,1.13,272.78,2.151128951,272.88
2023,3,22,9,1.4,1.9,3.15,149.92,198.02,19.73,0.41,2.08,6.79,-0.17,3.3,5.55,64.69,0,72.16,2.11,245.33,4.016709811,245.42
2023,3,22,10,1.78,2.62,3.81,202.02,282.65,27.8,0.75,3.83,8.27,-0.29,3.99,5.43,57.5,0,72.17,3.1,232.26,5.90132721,232.22
2023,3,22,11,1.97,2.9,4.22,220.73,310.52,30.29,0.9,4.55,8.98,0.22,4.6,5.62,56.44,0.01,72.17,3.74,227.11,7.119665731,227.22
2023,3,22,12,2.47,3.64,4.35,304.88,421.33,47.27,1.56,7.9,9.12,0.73,4.93,5.8,57.81,0.05,72.14,3.93,225.32,7.481359979,225.38
2023,3,22,13,2.17,3.43,4.18,262.33,392.58,39.82,1.25,6.38,8.96,1.11,5.03,5.98,60.06,0.12,72.1,3.86,224.67,7.348104203,224.74
2023,3,22,14,1.78,2.9,3.72,210.85,327.92,30.92,0.85,4.35,8.49,1.26,4.87,6.04,62.69,0.2,72.05,3.68,224.14,7.005446494,224.17
2023,3,22,15,1.34,2.18,3.02,153,240.73,21.77,0.48,2.38,7.63,1.16,4.4,5.98,66.25,0.29,72.01,3.36,225.75,6.396277234,225.83
2023,3,22,16,0.74,1.32,2.11,80.75,140.75,11.06,0.16,0.77,6.58,0.94,3.76,5.92,70.25,0.24,71.99,2.88,228.52,5.482523344,228.66
2023,3,22,17,0.29,0.49,1.05,30.12,50.7,4.35,0.02,0.1,5.28,0.87,3.07,5.92,76.69,0.13,71.99,2.2,230.61,4.188038665,230.69
2023,3,22,18,0.04,0.03,0.11,2.85,2.9,0.45,0,0,3.36,1.11,2.23,6.1,90.62,0.07,71.99,0.94,225.67,1.789434702,227.54
2023,3,22,19,0,0,0,0,0,0,0,0,2.62,1.21,1.92,6.16,96.62,0.03,72,0.64,231.45,1.218338521,237.29
2023,3,22,20,0,0,0,0,0,0,0,0,2.3,1.28,1.79,6.23,99.56,0.01,72.02,0.39,252.3,0.742425036,266.27
2023,3,22,21,0,0,0,0,0,0,0,0,1.9,1.14,1.52,6.16,100,0,72.04,0.29,299.36,0.552059642,310.6
2023,3,22,22,0,0,0,0,0,0,0,0,1.4,0.73,1.07,5.98,100,0,72.03,0.48,344.83,0.913753891,348.23
2023,3,22,23,0,0,0,0,0,0,0,0,0.9,0.02,0.46,5.68,100,0,71.99,0.81,7.19,1.54195969,7.78
2023,3,23,0,0,0,0,0,0,0,0,0,0.64,-0.91,-0.13,5.31,95.12,0,71.93,1.04,13.93,1.979800096,14.34
2023,3,23,1,0,0,0,0,0,0,0,0,0.32,-1.99,-0.84,4.88,89.5,0,71.87,1.12,17.04,2.132092411,17.54
2023,3,23,2,0,0,0,0,0,0,0,0,0.07,-3.12,-1.52,4.46,83.75,0,71.81,1.18,18.91,2.246311648,19.15
2023,3,23,3,0,0,0,0,0,0,0,0,-0.06,-4.24,-2.16,4.09,77.62,0,71.78,1.21,18.43,2.303421266,18.51
2023,3,23,4,0,0,0,0,0,0,0,0,-0.07,-5.22,-2.65,3.78,71.88,0,71.79,1.19,17.13,2.265348187,16.74
2023,3,23,5,0,0,0,0,0,0,0,0,-0.31,-6.13,-3.22,3.54,68.12,0,71.83,1.26,18.89,2.398603963,18.72
2023,3,23,6,0.07,0.09,0.22,5.92,8.8,0.92,0,0.02,-0.38,-6.7,-3.54,3.36,65.5,0,71.87,1.39,22.4,2.646078975,21.87
2023,3,23,7,0.74,0.9,1.25,81.7,98.67,10.79,0.07,0.35,3.01,-4.63,-0.81,4.03,61.44,0,71.94,1.35,20.01,2.569932817,19.96
2023,3,23,8,1.62,1.84,2.28,186.08,209.5,26.46,0.42,2.1,6.85,-2.81,2.02,4.52,52.81,0,72.03,0.68,308.97,1.294484678,309.33
2023,3,23,9,2.53,2.67,3.16,294.8,308.3,44.09,1.06,5.23,9.46,-2.12,3.67,4.82,47,0,72.09,2.88,241.49,5.482523344,241.35
2023,3,23,10,3.19,3.31,3.83,375.6,383.38,57.59,1.71,8.67,10.43,-1.17,4.63,5.13,47.12,0,72.12,3.66,233.86,6.967373416,233.76
2023,3,23,11,3.26,3.68,4.24,390.62,426.4,60.45,2.01,10.3,11.12,-0.15,5.48,5.49,48.19,0,72.13,4.04,230.96,7.690761912,230.85
2023,3,23,12,2.57,3.59,4.36,312.67,412.77,46.88,1.56,7.95,11.33,0.69,6.01,5.86,50.19,0,72.13,4.24,230.15,8.0714927,230.09
2023,3,23,13,2.17,3.43,4.19,274.2,397.8,41.8,1.35,6.9,11.12,1.33,6.23,6.1,53.06,0,72.09,4.09,229.65,7.785944609,229.68
2023,3,23,14,1.45,2.91,3.73,182.02,339.95,27.13,0.77,3.98,10.31,1.73,6.02,6.23,57.5,0.01,72.05,3.86,229.68,7.348104203,229.64
2023,3,23,15,1.01,2.28,3.03,132.42,265.88,20.64,0.48,2.4,9.29,1.94,5.61,6.35,62.5,0.03,72.03,3.46,231.42,6.586642628,231.34
2023,3,23,16,0.59,1.45,2.12,74.83,166.38,11.45,0.17,0.85,8.11,1.98,5.05,6.41,68.06,0.03,72.04,3,233.91,5.710961816,233.9
2023,3,23,17,0.28,0.58,1.06,32.88,63.3,4.79,0.02,0.12,6.65,2.07,4.36,6.47,76.06,0.03,72.07,2.17,235.57,4.130929047,235.62
2023,3,23,18,0.04,0.03,0.11,3.12,3.4,0.48,0,0,4.94,2.19,3.57,6.53,86.88,0.04,72.09,1.1,238.9,2.094019333,237.28
2023,3,23,19,0,0,0,0,0,0,0,0,4.16,2.34,3.25,6.65,93,0.01,72.12,0.52,244.2,0.989900048,247.75
2023,3,23,20,0,0,0,0,0,0,0,0,3.44,2.21,2.82,6.59,97.44,0,72.17,0.39,297.07,0.742425036,298.93
2023,3,23,21,0,0,0,0,0,0,0,0,2.61,1.7,2.15,6.41,100,0,72.2,0.58,357.68,1.104119284,357.21
2023,3,23,22,0,0,0,0,0,0,0,0,1.97,0.94,1.45,6.1,100,0,72.22,0.77,17.15,1.465813533,16.67
2023,3,23,23,0,0,0,0,0,0,0,0,1.76,0.19,0.98,5.8,96.5,0,72.22,0.82,25.84,1.56099623,25.51
2023,3,24,0,0,0,0,0,0,0,0,0,1.61,-0.52,0.55,5.49,92.56,0,72.22,0.83,32.35,1.580032769,31.61
2023,3,24,1,0,0,0,0,0,0,0,0,1.33,-1.24,0.05,5.19,89.44,0,72.18,0.92,39.12,1.751361624,38.66
2023,3,24,2,0,0,0,0,0,0,0,0,1.33,-2.06,-0.37,4.88,84.06,0,72.14,0.89,38.97,1.694252005,38.76
2023,3,24,3,0,0,0,0,0,0,0,0,1.28,-2.78,-0.75,4.64,80,0,72.13,0.76,30.76,1.446776993,30.37
2023,3,24,4,0,0,0,0,0,0,0,0,1.39,-3.31,-0.96,4.46,76.31,0,72.13,0.79,25.8,1.503886612,25.56
2023,3,24,5,0,0,0,0,0,0,0,0,1.22,-3.91,-1.35,4.27,73.81,0,72.15,0.82,25.84,1.56099623,25.93
2023,3,24,6,0.08,0.09,0.23,6.88,8.6,1.02,0,0.02,1.58,-4.31,-1.37,4.09,69.56,0,72.19,0.81,25.08,1.54195969,25.43
2023,3,24,7,0.8,0.87,1.27,86.95,94.95,11.41,0.08,0.38,4.3,-2.6,0.85,4.7,65.5,0,72.26,0.56,21.95,1.066046206,21.58
2023,3,24,8,1.74,1.82,2.3,198.73,208.3,28.66,0.46,2.3,6.83,-0.45,3.19,5.43,63.62,0,72.35,1.34,242.24,2.550896278,242.34
2023,3,24,9,2.48,2.66,3.18,290.88,307.6,44.04,1.06,5.23,8.82,0.39,4.61,5.68,58.06,0,72.41,2.7,233.13,5.139865635,233.26
2023,3,24,10,2.71,3.26,3.85,328.6,378.73,50.3,1.5,7.67,10.17,0.97,5.57,5.86,54.62,0.01,72.43,3.25,229.29,6.186875301,229.3
2023,3,24,11,2.77,3.64,4.25,336.38,425,53.01,1.75,8.92,11.04,1.3,6.17,5.92,52.38,0.03,72.41,3.79,226.5,7.214848428,226.48
2023,3,24,12,2.48,3.6,4.37,310.05,418.45,46.8,1.57,7.95,11.24,1.53,6.38,6.04,52.38,0.08,72.38,4.09,224.38,7.785944609,224.44
2023,3,24,13,2.2,3.44,4.2,275.2,400.1,41.41,1.34,6.77,11.17,1.69,6.44,6.1,53.19,0.11,72.33,4.22,222.52,8.033419621,222.6
2023,3,24,14,1.69,3,3.74,209.17,347.98,31.84,0.91,4.67,10.89,1.69,6.29,6.1,54.25,0.14,72.29,4.37,221.88,8.318967712,221.84
2023,3,24,15,1.18,2.33,3.04,146.73,268.67,21.96,0.51,2.55,10.18,1.64,5.91,6.1,56.69,0.2,72.27,4.38,220.59,8.338004252,220.7
2023,3,24,16,0.7,1.49,2.13,83.77,169.15,12.07,0.18,0.88,9.1,1.56,5.33,6.04,60.75,0.33,72.29,4.04,218.8,7.690761912,218.86
2023,3,24,17,0.4,0.62,1.07,46.15,67.7,6.55,0.03,0.17,7.58,1.66,4.62,6.1,68,0.41,72.32,3.17,215.26,6.034582986,215.25
2023,3,24,18,0.04,0.04,0.12,3.02,3.67,0.47,0,0,5.73,1.76,3.74,6.23,78.88,0.13,72.36,1.63,209.51,3.10295592,209.19
2023,3,24,19,0,0,0,0,0,0,0,0,4.54,1.37,2.95,6.1,83.94,0.15,72.4,1.12,206.57,2.132092411,206.76
2023,3,24,20,0,0,0,0,0,0,0,0,3.88,0.99,2.44,5.98,85.81,0.17,72.47,1.03,208.51,1.960763557,208.69
2023,3,24,21,0,0,0,0,0,0,0,0,3.67,0.73,2.2,5.86,85.44,0.14,72.52,0.59,216.42,1.123155824,214.81
2023,3,24,22,0,0,0,0,0,0,0,0,2.87,0.68,1.77,5.8,90.12,0.11,72.52,0.07,26.57,0.133255776,26.57
2023,3,24,23,0,0,0,0,0,0,0,0,1.93,0.49,1.21,5.74,95.12,0.07,72.51,0.36,30.96,0.685315418,31.07
2023,3,25,0,0,0,0,0,0,0,0,0,1.34,0.23,0.79,5.62,97.25,0.04,72.48,0.51,27.35,0.970863509,28.02
2023,3,25,1,0,0,0,0,0,0,0,0,0.94,-0.25,0.34,5.43,96.5,0.03,72.44,0.66,22.31,1.2564116,24.39
2023,3,25,2,0,0,0,0,0,0,0,0,0.75,-0.83,-0.04,5.19,93.44,0.02,72.41,0.78,16.26,1.484850072,18.99
2023,3,25,3,0,0,0,0,0,0,0,0,0.93,-1.42,-0.24,4.94,87.81,0.02,72.39,0.85,13.27,1.618105848,15.63
2023,3,25,4,0,0,0,0,0,0,0,0,1.68,-1.92,-0.13,4.76,79.94,0.02,72.39,0.8,11.2,1.522923151,13.26
2023,3,25,5,0,0,0,0,0,0,0,0,2.36,-2.32,0.02,4.58,73.69,0.01,72.43,0.7,9.04,1.332557757,10.77
2023,3,25,6,0.08,0.08,0.24,6.75,8.12,0.98,0,0.02,2.9,-2.5,0.19,4.52,70.06,0,72.5,0.55,0.82,1.047009666,2.08
2023,3,25,7,0.74,0.75,1.29,77.12,79.5,10.04,0.07,0.35,5.29,-0.94,2.18,5.19,67.62,0.01,72.57,0.55,300.55,1.047009666,303.37
2023,3,25,8,1.75,1.8,2.32,198.52,205.62,27.62,0.46,2.27,7.75,0.16,3.95,5.55,61.38,0,72.63,1.97,259.94,3.750198259,260.06
2023,3,25,9,2.5,2.63,3.2,291.08,303.4,42.27,1.03,5.12,9.63,0.18,4.9,5.55,53.88,0,72.67,2.66,253.27,5.063719477,253.39
2023,3,25,10,2.61,3.22,3.86,310.42,371.08,45.59,1.36,6.98,11.15,0.41,5.78,5.62,49.12,0,72.67,3.06,244.94,5.825181052,245.1
2023,3,25,11,2.95,3.62,4.27,356.6,417.95,53.18,1.78,9.05,12.3,0.82,6.56,5.74,46.69,0,72.65,3.59,239.7,6.83411764,239.82
2023,3,25,12,2.49,3.57,4.39,307.23,411.55,44.95,1.55,7.8,12.93,1.3,7.12,5.92,46.31,0,72.6,3.92,237.35,7.46232344,237.55
2023,3,25,13,1.7,3.41,4.21,220.1,392.9,32.27,1.06,5.4,13.08,1.69,7.39,6.1,47.12,0,72.53,4.05,236.34,7.709798452,236.51
2023,3,25,14,1.32,2.96,3.75,172.6,340.73,25.25,0.74,3.88,12.8,2.07,7.44,6.29,49.44,0.01,72.47,4.06,234.96,7.728834991,235.09
2023,3,25,15,0.91,2.25,3.05,113.3,254.58,16.17,0.38,1.92,11.85,2.35,7.1,6.41,53.69,0.01,72.45,3.7,236.81,7.043519573,237.03
2023,3,25,16,0.55,1.42,2.13,62.4,157.05,8.62,0.13,0.65,10.71,2.44,6.58,6.47,58.44,0.02,72.45,3.18,237.56,6.053619525,237.82
2023,3,25,17,0.39,0.58,1.08,41.88,63.17,5.67,0.03,0.15,9.23,2.59,5.91,6.59,65.56,0.02,72.45,2.36,235.52,4.492623295,235.79
2023,3,25,18,0.04,0.03,0.12,3.27,3.6,0.48,0,0,6.95,2.83,4.89,6.77,78.81,0.02,72.46,0.96,225.33,1.827507781,226.68
2023,3,25,19,0,0,0,0,0,0,0,0,6.07,2.59,4.33,6.65,82.31,0.01,72.49,0.82,222.68,1.56099623,222.75
2023,3,25,20,0,0,0,0,0,0,0,0,5.49,2.48,3.98,6.59,85.06,0.01,72.54,0.7,225.91,1.332557757,224.44
2023,3,25,21,0,0,0,0,0,0,0,0,5.14,2.38,3.76,6.59,86.75,0,72.58,0.55,236.08,1.047009666,231.18
2023,3,25,22,0,0,0,0,0,0,0,0,4.53,2.29,3.41,6.53,90.12,0,72.58,0.22,257.47,0.418803867,243.43
2023,3,25,23,0,0,0,0,0,0,0,0,3.66,2.16,2.91,6.53,95.12,0,72.55,0.11,45,0.209401933,52.43
2023,3,26,0,0,0,0,0,0,0,0,0,3.07,1.98,2.52,6.41,98,0,72.51,0.22,47.86,0.418803867,48.58
2023,3,26,1,0,0,0,0,0,0,0,0,2.5,1.71,2.1,6.35,100,0,72.46,0.31,43.99,0.590132721,43.36
2023,3,26,2,0,0,0,0,0,0,0,0,1.89,1.39,1.64,6.23,100,0,72.42,0.43,43.53,0.818571194,42.1
2023,3,26,3,0,0,0,0,0,0,0,0,1.54,1.05,1.29,6.04,100,0,72.38,0.55,42.11,1.047009666,40.56
2023,3,26,4,0,0,0,0,0,0,0,0,1.31,0.54,0.93,5.8,100,0,72.36,0.59,35.36,1.123155824,34.62
2023,3,26,5,0,0,0,0,0,0,0,0,1.12,-0.09,0.52,5.55,97.06,0,72.37,0.65,30.26,1.23737506,30.72
2023,3,26,6,0.08,0.09,0.26,7.38,9.17,1.05,0,0.02,1.62,-0.67,0.48,5.31,89.81,0,72.39,0.63,24.97,1.199301981,25.92
2023,3,26,7,0.85,0.85,1.31,90.38,91.75,11.33,0.08,0.4,5.34,-0.36,2.49,5.49,71.25,0,72.44,0.6,16.56,1.142192363,17.47
2023,3,26,8,1.76,1.8,2.34,198.75,204.02,27.31,0.45,2.23,8.43,-0.68,3.87,5.37,56.19,0,72.49,1.37,244.61,2.608005896,244.03
2023,3,26,9,2.42,2.64,3.22,281.5,303.12,40.77,0.99,4.95,10.48,-1.9,4.29,4.82,44.19,0,72.51,2.84,233.38,5.406377186,233.28
2023,3,26,10,2.76,3.27,3.88,328.15,376.9,48.7,1.47,7.55,11.96,-2.24,4.87,4.64,38.44,0,72.5,3.64,229,6.929300337,229.02
2023,3,26,11,3.08,3.67,4.28,369.73,423.8,55.7,1.86,9.52,13,-2.1,5.45,4.64,35.94,0,72.46,4.23,226.79,8.052456161,226.85
2023,3,26,12,3.05,3.73,4.4,369.6,432.17,55.41,1.9,9.7,13.53,-1.81,5.86,4.7,35.25,0,72.42,4.72,227.08,8.985246591,227.13
2023,3,26,13,2.58,3.56,4.22,313.85,411.17,46.84,1.55,7.85,13.51,-1.57,5.97,4.76,35.88,0,72.36,4.96,227.94,9.442123536,227.98
2023,3,26,14,2.21,3.12,3.77,265.58,360.33,39.34,1.16,6.12,13.05,-1.35,5.85,4.88,37.5,0,72.3,5.09,229.29,9.689598548,229.39
2023,3,26,15,1.76,2.44,3.06,209,282.12,30.2,0.71,3.55,12.15,-1.3,5.43,4.88,39.88,0,72.27,5.11,230.03,9.727671627,230.2
2023,3,26,16,1.05,1.59,2.14,121.98,182.58,17.18,0.27,1.27,10.96,-1.3,4.83,4.88,43.12,0,72.26,4.77,231.12,9.080429288,231.27
2023,3,26,17,0.47,0.68,1.09,53.65,76.23,7.09,0.04,0.2,9.25,-1.21,4.02,4.94,48.81,0,72.28,3.69,230.24,7.024483034,230.58
2023,3,26,18,0.04,0.04,0.13,3.45,4.3,0.52,0,0,6.33,-0.23,3.05,5.37,64.88,0.01,72.3,1.62,221.86,3.083919381,224.17
2023,3,26,19,0,0,0,0,0,0,0,0,5.26,-0.63,2.32,5.25,68.31,0,72.33,1.28,218.55,2.436677042,219.45
2023,3,26,20,0,0,0,0,0,0,0,0,4.87,-1.15,1.86,5.07,67.81,0,72.37,1.05,213.81,1.998836636,213.54
2023,3,26,21,0,0,0,0,0,0,0,0,4.7,-1.32,1.69,5,67.69,0,72.38,0.77,218.84,1.465813533,217.17
2023,3,26,22,0,0,0,0,0,0,0,0,4.33,-1.45,1.44,4.94,68.94,0,72.37,0.47,232.37,0.894717351,227.68
2023,3,26,23,0,0,0,0,0,0,0,0,3.77,-1.49,1.14,4.94,71.62,0,72.33,0.2,267.8,0.380730788,256.33
2023,3,27,0,0,0,0,0,0,0,0,0,3.07,-1.6,0.74,4.94,74.75,0,72.29,0.14,329.04,0.266511551,326.31
2023,3,27,1,0,0,0,0,0,0,0,0,2.65,-1.74,0.46,4.88,76.31,0,72.24,0.31,12.99,0.590132721,12.63
2023,3,27,2,0,0,0,0,0,0,0,0,1.81,-2.01,-0.1,4.76,79.56,0,72.18,0.54,24.72,1.027973127,24.53
2023,3,27,3,0,0,0,0,0,0,0,0,1.08,-2.51,-0.71,4.64,81,0,72.14,0.76,26.83,1.446776993,27.66
2023,3,27,4,0,0,0,0,0,0,0,0,0.22,-3.33,-1.56,4.39,81.56,0,72.12,1.01,28.15,1.922690478,29.13
2023,3,27,5,0,0,0,0,0,0,0,0,-0.3,-4.51,-2.41,4.03,78.5,0,72.13,1.12,28.71,2.132092411,29.57
2023,3,27,6,0.1,0.11,0.27,9.15,10.95,1.27,0,0.02,0.19,-5.72,-2.76,3.72,69.81,0,72.17,1.07,29.74,2.036909714,30.76
2023,3,27,7,0.93,0.93,1.33,99.95,101.6,12.48,0.08,0.38,4.28,-6.17,-0.94,3.78,52.81,0,72.24,0.78,31.94,1.484850072,31.92
